Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
,,,,,,,,,,,,,,,,PM-56446A/B/C/D,"Hot Oil Circulation
Pumps",,,,,
,,,,,,,,,,,,,99-DWG-2016,,,F-81314,Hot Oil Heater,,,,,
,,,,,,,,,,,,,99-DWG-7350,,,T-73992,"Heavy VOC
Stripper",,,,,
,,,,,,,,,,,,,,,,EX-48603,"Heavy VOC
Stripper Reboiler",,,,,
,,,,,,,,,,,,,99-DWG-6769,,,T-59524,Kero Stripper,,,,,
,,,,,,,,,,,,,,,,EX-75469,"Kero Stripper
Reboiler",,,,,
,,,,,,,,,,,,,99-DWG-2162,,,T-17647,Diesel Stripper,,,,,
,,,,,,,,,,,,,,,,EX-70814,"Diesel Stripper
Reboiler",,,,,
,,,,,,,,,,,,,13040-D-61869-1,,,F-33219,Hot Oil Heater,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 52650,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,"Design Conditions/Parameters
- Design = 2433 GPM, 400 HP, 1750
RPM, 536 degF @ 160 psi deltaP
EX-48603:
- Shell MAWP = 83 psig @ 650 degF
- Shell MDMT = -20 degF @ 83 psig
- Tube MAWP = 156 psig @ 700
degF
- Tube MDMT = -20 degF @ 156
psig
- Duty = 13.4 MMBTU/Hr
EX-75469:
- Shell MAWP = 258 psig @ 650
degF
- Shell MDMT = -20 degF @ 258
psig
- Tube MAWP = 298 psig @ 700
degF
- Tube MDMT = -20 degF @ 298
psig
- Duty = 24.7 MMBTU/Hr
EX-70814:
- Shell MAWP = 96 psig @ 650 degF
- Shell MDMT = -20 degF @ 96 psig
- Tube MAWP = 186 psig @ 700
degF
- Tube MDMT = -20 degF @ 186
psig
- Duty = 7.04 MMBTU/Hr",,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"11. Node 52650: Butane/Y
Grade Storage Sphere,
pumps and truck rack",,,,,,,,,"PV-13986 and PV-64427 - 20,000 bbl
each; pump PM-12480A/B/C - 1000
GPM, LR-86126/502 loading racks,
Water draw off - 2x/shift;
Typically only run PM-12480C, as this
is the only PM-12480 pump that has an
inline strainer to prevent solids.
PV-13986:
- Design = 120 psig MAWP @ 210/-
20 degF and Full Vac @ - 20 degF
- Capacity = 23,044 bbls
PM-12480A/B/C:
- Design = 1000 GPM, 60 HP @
1785 RPM
- Temp = 120 degF
F-86126/502:
- Design = 285 psig @ 150 degF
- MDMT = -20 degF @ 285 psig
LR-86126:
- Size = 6"" - 500 GPM each bay,
1000 GPM total flow
- Design = 285 psig @ 100 degF
PM-86126:
- Capacity = 2 GPM
- Design = 1 HP @ 1725 RPM
LR-21246:
- Loading Size = 6"" - 500 GPM each
bay, 1000 GPM total flow
- Design = 150 psig @ 100 degF",,,,99-DWG-8581,,,PV-13986,"Y-Grade Storage
Sphere",,,,,
,,,,,,,,,,,,,99-DWG-4773,,,PM-12480A/B/C,"Multi-Stage
Vertical Turbine
Pump",,,,,
,,,,,,,,,,,,,99-DWG-9655,,,F-86126/502,"Truck Unloading
Filter",,,,,
,,,,,,,,,,,,,,,,LR-86126,Truck Loading Skid,,,,,
,,,,,,,,,,,,,,,,PM-86126,Prover Drain Pump,,,,,
,,,,,,,,,,,,,99-DWG-5205,,,LR-21246,"Truck Loading and
Unloading Skid",,,,,
,,,,,,,,,,,,,,,,F-85600/504,"Truck Loading
Filter",,,,,
,,,,,,,,,,,,,,,,PM-21246,Prover Drain PO,,,,,
,,,,,,,,,,,,,99-DWG-6254,,,LR-21246,"Truck Loading and
Unloading Skid",,,,,
,,,,,,,,,,,,,,,,F-63384/506,"Truck Unloading
Filter",,,,,
,,,,,,,,,,,,,99-DWG-5074,,,PV-64427,"Butane/Y-Grade
Storage Sphere",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 38112,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,"Design Conditions/Parameters
- Unloading Size = 4"" - 160 GPM
each bay, 320 GPM total flow
- Design = 285 psig @ 100 degF
F-85600/504:
- Design = 285 psig @ 150 degF
- MDMT = -20 degF
PM-21246:
- Capacity = 2 GPM
- Design = 1 HP @ 172 RPM
F-63384/506:
- Design = 250 psig @ 150 degF
- MDMT = -20 degF @ 250 psig
PV-64427:
- Design = 120 psig MAWP @ 210/-
20 degF and Full Vac @ -20 degF
- Capacity = 23,044 bbls",,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"12. Node 38112: Flare, Flare
Knockout Drum, Flare
Knockout Drum Pump (PV-
305, PM-43641) and Flare,
Flow switch FL-85833",,,,,,,,,"Knockout drum pumps in manual,
typically run once/week.
Run one flare flower normally, run
two blowers if high flow rate is
anticipated
PV-14664:
- MAWP = 50 psig @ 300 degF
- MDMT = 10 degF
PM-43641A/B:
- Design = 185 GPM, 15 HP, 1750
RPM, 31-119 degF @ deltaP 50 psi",,,,99-DWG-5351,,,PV-14664,"Flare Knockout
Drum",,,,,
,,,,,,,,,,,,,,,,PM-43641A/B,"Flare Knockout
Pump",,,,,
,,,,,,,,,,,,,99-DWG-1708,,,,Flare Header,,,,,
,,,,,,,,,,,,,99-DWG-5911,,,,Flare Header,,,,,
,,,,,,,,,,,,,YA-77064-S1,,,,"Flare System 3-
Pilot",,,,,
"13. Node 84873: Aqueous
Ammonia Heater System
(PV-76255, PM-67967A/B, BM-
105A/B)",,,,,,,,,"Ammonia injection into hot oil heater
stack. NH3 vaporized with warmed
air. 10,000 gallon storage tank of
19% aqueous NH3, filled ~
quarterly.",,,,99-DWG-2016,,,F-81314,Hot Oil Heater,,,,,
,,,,,,,,,,,,,99-DWG-9490,,,,"F-81314 Burner
Controls",,,,,
,,,,,,,,,,,,,13J0010_100101,,,PV-76255,"Ammonia Storage
Tank",,,,,
,,,,,,,,,,,,,,,,PM-67967A/B,"NH3 Forwarding
Pump",,,,,
,,,,,,,,,,,,,,,,BM-17647A/B,Dilution Air Blower,,,,,
,,,,,,,,,,,,,13J0039_100101,,,PM-24946A/B,"NH3 Forwarding
Pump",,,,,
,,,,,,,,,,,,,,,,BM-11689A/B,Dilution Air Blower,,,,,
"14. Node 46038: Natural
Gas/Fuel Gas Header",,,,,,,,,"Natural gas received from KM
pipeline, not odorized",,,,99-DWG-5469,,,PM-81314A/B,"VOC Stabilizer
Overhead Pumps",,,,,
,,,,,,,,,,,,,,,,PV-81314,"VOC Stabilizer
Accumulator",,,,,
,,,,,,,,,,,,,99-DWG-5469 Redline,,,PM-81314A/B,"VOC Stabilizer
Overhead Pumps",,,,,
,,,,,,,,,,,,,,,,PV-81314,"VOC Stabilizer
Accumulator",,,,,
,,,,,,,,,,,,,99-DWG-7560,,,T-56446,Distillation Tower,,,,,
,,,,,,,,,,,,,99-DWG-8392 Redline,,,,"Recycle Gas
Compressor",,,,,
,,,,,,,,,,,,,99-DWG-8392,,,,"Recycle Gas
Compressor",,,,,
,,,,,,,,,,,,,99-DWG-1708,,,,Flare Header,,,,,
,,,,,,,,,,,,,99-DWG-3144,,,,"Natural Gas
Header",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 84873,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,Design Conditions/Parameters,,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,99-DWG-7054,,,FL-82745,"Vertical Filter
Separator",,,,,
,,,,,,,,,,,,,99-DWG-5953,,,,Fuel Gas,,,,,
"15. Node 37603: Hydrocarbon
Drain",,,,,,,,,"8000 gallon hydrocarbon sump,
pumped out to rerun line
TK-81314:
- Design = 5 psig @ 400 degF
- Nominal Capacity = 8000 gal
PM-83821A/B:
- Design = 250 GPM, 15 HP, 3500
RPM
- Temp = 75 degF @ 35 psi deltaP",,,,99-DWG-9342,,,TK-81314,Hydrocarbon Sump,,,,,
,,,,,,,,,,,,,,,,PM-83821A/B,"Hydrocarbon Sump
Pumps",,,,,
"16. Node 38095: Wastewater
Drain",,,,,,,,,"8000 gallon sump, pumped to TK 5
TK-56446:
- Design = 5 psig @ 400 degF
- Nominal Capacity = 8000 gal
PM-48584A/B:
- Design = 100 GPM, 5 HP,
3515/3530 RPM
- Temp = AMB @ 26 psi deltaP",,,,99-DWG-5906 Redline,,,PM-53688A/B/C,"Condensate Feed
Pumps",,,,,
,,,,,,,,,,,,,,,,FL-81314A/B,"Condensate Feed
Filter/Coalescer",,,,,
,,,,,,,,,,,,,99-DWG-5906,,,PM-53688A/B/C,"Condensate Feed
Pumps",,,,,
,,,,,,,,,,,,,,,,FL-81314A/B,"Condensate Feed
Filter/Coalescer",,,,,
,,,,,,,,,,,,,99-DWG-5469,,,PM-81314A/B,"VOC Stabilizer
Overhead Pumps",,,,,
,,,,,,,,,,,,,,,,PV-81314,"VOC Stabilizer
Accumulator",,,,,
,,,,,,,,,,,,,99-DWG-5469 Redline,,,PM-81314A/B,"VOC Stabilizer
Overhead Pumps",,,,,
,,,,,,,,,,,,,,,,PV-81314,"VOC Stabilizer
Accumulator",,,,,
,,,,,,,,,,,,,99-DWG-9283,,,TK-56446,"Contact Water
Sump",,,,,
,,,,,,,,,,,,,,,,PM-48584A/B,"Contact Water
Sump Pumps",,,,,
"17. Node 98747: Air Compressor
System",,,,,,,,,"Splitter 1 air system and common air
header for both splitters; Two
compressors for each splitter train,
tied into common header. Splitter 2
compressors are larger than Splitter
1.
CM-56446A/B:
- Design = 192 CFM @ 174 psig, 60
HP
PV-59044:
- Design = 200 psig ASME @ 400
degF, 1040 Gal
DR-81314:
- Design = 232 psig @ 100 degF
FL-59524A/B:
- Design = 102 psig @ 68 degF; 254
CFM @ 102 psi
FL-76255:
- Design = 102 psig @ 68 degF; 254
CFM @ 102 psi",,,,99-DWG-8066,,,,"Air
Compressor/Dryer",,,,,
,,,,,,,,,,,,,99-DWG-7541,,,,"Plant
Air/Instrument Air
Diagram",,,,,
,,,,,,,,,,,,,1318317118 SHT 1,,,CM-56446A/B,"Air Compressors A,
B",,,,,
,,,,,,,,,,,,,1318317118 SHT 2,,,PV-53688,Air Receiver (Wet),,,,,
,,,,,,,,,,,,,1318317118 SHT 3,,,DR-81314,Air Dryer Desiccant,,,,,
,,,,,,,,,,,,,,,,FL-59524 A/B,Service Air Filter,,,,,
,,,,,,,,,,,,,,,,FL-76255,Service Air Filter,,,,,
,,,,,,,,,,,,,1318317118 SHT 4,,,FL-60820,Service Air Filter,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 46038,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,"Design Conditions/Parameters
FL-60820:
- Design = 232 psig @ 68 degF; 254
CFM @ 102 psi
- MDMT = -20 degF",,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"18. Node 95795: Rerun Manifold
Header",,,,,,,,,"Rerun line runs to feed tanks or
Tank 61869-14. Normally rerun to
100-14 and then move rerun from
100-14 back to feed tanks.",,,,99-DWG-4893,,,,"Light VOC
Product to Storage",,,,,
"19. Node 74532: Condensate
feed from Condensate feed
pumps to Condensate Feed
Filter/Coalescer through
preheaters to VOC
Stabilizer Column (Pumps
PM-53688 A/B/C, filter FL-33219
A/B, Heat Exchanger EX-
201,202,203, 204, 205)",,,,,,,,,"Feed from 97415-1/2/3 at ambient
temperature, desalter runs ~200F,
desalter pressure ~140 psi, 1475
GPM maximum rate (to be
confirmed). Tie in to desalter
between downstream of Heat
Exchanger EX-80996 and upstream of
Heat Exchanger EX-11689.
Coalescers are currently bypassed
FL-33219A/B:
- MAWP = 325 psig @ 120 degF
- Capacity = 1460 GPM
EX-33219:
- Shell/Tube MAWP = 305 psig @
450 degF
- Duty = 1.34 MMBTU/Hr
EX-92182:
- Shell/Tube MAWP = 305 psig @
450 degF
- Duty = 13.6 MMBTU/Hr
EX-99986:
- Shell MAWP = 305 psig @ 460
degF
- Tube MAWP = 305 psig @ 450
degF
- Duty = 33.8 MMBTU/Hr
EX-80996:
- Shell/Tube MAWP = 305 psig @
650 degF
- Duty = 18.9 MMBTU/Hr
EX-11689:
- Shell MAWP = 305 psig @ 650
degF
- Tube MAWP = 305 psig @ 450
degF
- Duty = 29.7 MMBTU/Hr",,,,99-DWG-3187 Redline,,,FL-33219A/B,"Condensate Feed
Filter/Coalescer",,,,,
,,,,,,,,,,,,,99-DWG-3187,,,FL-33219A/B,"Condensate Feed
Filter/Coalescer",,,,,
,,,,,,,,,,,,,99-DWG-1529,,,EX-33219,"Light VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-92182,"Heavy VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-99986,"Kero to Feed
Preheater",,,,,
,,,,,,,,,,,,,99-DWG-1529 Redline,,,EX-33219,"Light VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-92182,"Heavy VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-99986,"Kero to Feed
Preheater",,,,,
,,,,,,,,,,,,,99-DWG-1809,,,EX-80996,"Diesel to Feed
Preheater",,,,,
,,,,,,,,,,,,,,,,EX-11689,"Bottoms to Feed
Preheater",,,,,
,,,,,,,,,,,,,99-DWG-8357,,,T-33219,"VOC Stabilizer
Column",,,,,
"20. Node 35796: VOC
Stabilizer Column, VOC
Stabilizer Reboiler, Distillation
Tower Feed Preheater to
Distillation Tower (T-33219, Heat
Exchanger EX 48495, 207A/B)",,,,,,,,,"Bottoms through reboiler, heated
with Therminol, Therminol flow
controlled by column temperature.
Bottoms feed to Distillation Tower
heated by Therminol (Heat
Exchanger EX-11354A/B), Therminol
flow controlled by Distillation Tower feed
temperature.
T-33219:
- Design = 120 psig MAWP @ 375
degF
- MDMT = 10 degF @ 120 psig",,,,99-DWG-8357,,,T-33219,"VOC Stabilizer
Column",,,,,
,,,,,,,,,,,,,99-DWG-2709,,,EX-48495,"VOC Stabilizer
Reboiler",,,,,
,,,,,,,,,,,,,,,,EX-11354,"Distillation Tower
Feed Preheater",,,,,
,,,,,,,,,,,,,99-DWG-2709 Redline,,,EX-48495,"VOC Stabilizer
Reboiler",,,,,
,,,,,,,,,,,,,,,,EX-11354,"Distillation Tower
Feed Preheater",,,,,
,,,,,,,,,,,,,99-DWG-9306,,,T-92182,Distillation Tower,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 37603,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,"Design Conditions/Parameters
EX-48495:
- Shell MAWP = 287 psig @ 650
degF
- Tube MAWP = 276 psig @ 700
degF
- Duty = 54.3 MMBTU/Hr
EX-11354:
- Shell MAWP = 227 psig @ 650
degF
- Tube MAWP = 218 psig @ 700
degF",,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"21. Node 89561: VOC
Stabilizer Column overhead
system: VOC Stabilizer
Condenser, Accumulator,
Pumps; and Y-Grade to
storage (AF-33219, PV-33219,
PM-33219A/B)",,,,,,,,,"Stabilizer overhead runs at 52954-120F,
90 psig, accumulator vents to
recycle compressor system
AF-33219:
- Design = 120 psig MAWP @ 300
degF
- Design Duty = 10.7 MMBTU/Hr
PV-33219:
- Design = 120 psig MAWP @ 300
degF
- MDMT = 10 degF @ 120 psig
PM-33219A/B:
- Design = 239 GPM, 15 HP, 3550
RPM
- Temp = 120 degF @ 56 psi deltaP",,,,99-DWG-8357,,,T-33219,"VOC Stabilizer
Column",,,,,
,,,,,,,,,,,,,99-DWG-9793,,,AF-33219,"VOC Stabilizer
Condenser",,,,,
,,,,,,,,,,,,,99-DWG-9885 Redline,,,PM-33219A/B,"VOC Stabilizer
Overhead Pumps",,,,,
,,,,,,,,,,,,,,,,PV-33219,"VOC Stabilizer
Accumulator",,,,,
,,,,,,,,,,,,,99-DWG-9885,,,PM-33219A/B,"VOC Stabilizer
Overhead Pumps",,,,,
,,,,,,,,,,,,,,,,PV-33219,"VOC Stabilizer
Accumulator",,,,,
,,,,,,,,,,,,,99-DWG-4453,,,,"Light VOC
Product to Storage",,,,,
,,,,,,,,,,,,,99-DWG-4453 Redline,,,,"Light VOC
Product to Storage",,,,,
,,,,,,,,,,,,,99-DWG-8581,,,PV-13986,"Y-Grade Storage
Sphere",,,,,
"22. Node 73897: Distillation Tower,
Distillation Tower Bottoms
Pump, Bottoms to Feed
Preheater, Bottoms Product
to Desalter Was Water
Heater, Bottom Product
Cooler and Distillation Tower
Bottoms Product to Storage
(T-92182, PM-80996A/B, AF-99986,
Heat Exchanger EX-11689,
Heat Exchanger EX-47697A/B)",,,,,,,,,"Distillation Tower Bottoms - 525-560F,
9-11 psig, temperature to storage =
140-160F, product flow rate = 250-
450 GPM; bottoms product
temperature controlled by turning fin
fans on/off
EX-11689:
- Shell MAWP = 305 psig @ 650
degF
- Tube MAWP = 305 psig @ 450
degF
- Duty = 29.7 MMBTU/Hr
T-92182:
- Design = 50 psig MAWP @ 575
degF
- MDMT = -20 degF @ 50 psig
PM-80996A/B:
- Design = 631 GPM, 75 HP, 3550
RPM
- Temp = 548 degF @ 105 psi deltaP
AF-99986:
- Design = 250 psig MAWP @ 625
degF
- Design Duty = 49.5 MMBTU/Hr
EX-47697A/B:
- Shell MAWP = 305 psig @ 650
degF",,,,40-PI-44741A,,,EX-47697A/B,"Bottoms Product to
Desalter Wash
Water Heater",,,,,
,,,,,,,,,,,,,,,,EX-16773A/B,"Bottoms Product to
Desalter Wash
Water Heater",,,,,
,,,,,,,,,,,,,99-DWG-1809,,,EX-80996,"Diesel to Feed
Preheater",,,,,
,,,,,,,,,,,,,,,,EX-11689,"Bottoms to Feed
Preheater",,,,,
,,,,,,,,,,,,,99-DWG-8357,,,T-33219,"VOC Stabilizer
Column",,,,,
,,,,,,,,,,,,,99-DWG-9306,,,T-92182,Distillation Tower,,,,,
,,,,,,,,,,,,,99-DWG-4453,,,,"Light VOC
Product to Storage",,,,,
,,,,,,,,,,,,,99-DWG-4453 Redline,,,,"Light VOC
Product to Storage",,,,,
,,,,,,,,,,,,,99-DWG-9731,,,PM-80996A/B,"Distillation Tower
Bottoms Product
Pumps",,,,,
,,,,,,,,,,,,,99-DWG-4362,,,AF-99986,"Bottoms Product
Cooler",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 38095,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,"Design Conditions/Parameters
- Tube MAWP = 305 psig @ 290
degF
- Duty = 2.3 MMBTU/Hr",,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"23. Node 24509: Distillation Tower
Overhead System: Distillation
Tower Condenser,
Accumulator, Overhead
Pumps, Light VOC
Product Cooler and Light
VOC to Storage (AF-92182-
1/12, PV-92182, PM-99986 A/B,
Heat Exchanger EX-33219) to
Tanks 24/25",,,,,,,,,"Overhead pressure - 9-11 psi,
overhead temperature ~188F,
temperature to storage - 67-72F
after Aggreko chillers.
12 fin fan banks, 24 fans. Typically
run all fans, may be able to shut 5
fans in winter.
EX-33219:
- Shell/Tube MAWP = 305 psig @
450 degF
- Duty = 1.34 MMBTU/Hr
AF-92182:
- Design = 50 psig MAWP @ 300
degF
- Design Duty = 150.5 MMBTU/Hr
PV-92182:
- Design = 50 psig MAWP @ 300
degF
PM-99986A/B:
- Design = 2528 GPM, 300 HP, 1760
RPM
- MAWP = 533 psig @ 139 degF @
119 psi deltaP",,,,99-DWG-1529,,,EX-33219,"Light VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-92182,"Heavy VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-99986,"Kero to Feed
Preheater",,,,,
,,,,,,,,,,,,,99-DWG-1529 Redline,,,EX-33219,"Light VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-92182,"Heavy VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-99986,"Kero to Feed
Preheater",,,,,
,,,,,,,,,,,,,99-DWG-9306,,,T-92182,Distillation Tower,,,,,
,,,,,,,,,,,,,99-DWG-4097,,,AF-92182,"Distillation Tower
Condenser",,,,,
,,,,,,,,,,,,,99-DWG-5397,,,AF-92182,"Distillation Tower
Condenser",,,,,
,,,,,,,,,,,,,99-DWG-2727,,,AF-92182,"Distillation Tower
Condenser",,,,,
,,,,,,,,,,,,,99-DWG-5411 Redline,,,PM-99986A/B,"Distillation Tower
Overhead Pumps",,,,,
,,,,,,,,,,,,,,,,PV-92182,"Distillation Tower
Accumulator",,,,,
,,,,,,,,,,,,,99-DWG-5411,,,PM-99986A/B,"Distillation Tower
Overhead Pumps",,,,,
,,,,,,,,,,,,,,,,PV-92182,"Distillation Tower
Accumulator",,,,,
,,,,,,,,,,,,,99-DWG-4453,,,,"Light VOC
Product to Storage",,,,,
,,,,,,,,,,,,,99-DWG-4453 Redline,,,,"Light VOC
Product to Storage",,,,,
"24. Node 78719: Heavy VOC
Side Draw From T-92182 to
Heavy VOC Stripper (T-
203), Stripper Reboiler, and
Heavy VOC Stripper
Bottoms Pump to Feed
Preheater and Product
Cooler to Storage;
Overhead Vapor Return to T-
202 (T-99986, Heat Exchanger
EX-82745, PM-11689A/B, AF-
205)",,,,,,,,,"Normally run with no hot oil on
reboiler (Heat Exchanger EX-82745),
cooled to ~90F in AF-11689, stripper
pressure approximately same as
Distillation Tower
EX-92182:
- Shell/Tube MAWP = 305 psig @
450 degF
- Duty = 13.6 MMBTU/Hr
T-99986:
- Design 50 psig MAWP @ 400 degF
- MAWP = 50 psig @ 10 degF
EX-82745:
- Shell MAWP = 83 psig @ 650 degF
- Shell MDMT = -20 degF @ 83 psig
- Tube MAWP = 156 psig @ 700
degF
- Tube MDMT = -20 degF @ 156
psig
- Duty = 13.4 MMBTU/Hr
PM-11689A/B:",,,,99-DWG-1529,,,EX-33219,"Light VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-92182,"Heavy VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-99986,"Kero to Feed
Preheater",,,,,
,,,,,,,,,,,,,99-DWG-1529 Redline,,,EX-33219,"Light VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-92182,"Heavy VOC to
Feed Preheater",,,,,
,,,,,,,,,,,,,,,,EX-99986,"Kero to Feed
Preheater",,,,,
,,,,,,,,,,,,,99-DWG-9306,,,T-92182,Distillation Tower,,,,,
,,,,,,,,,,,,,99-DWG-4067,,,T-99986,"Heavy VOC
Stripper",,,,,
,,,,,,,,,,,,,,,,EX-82745,"Heavy VOC
Stripper Reboiler",,,,,
,,,,,,,,,,,,,99-DWG-2975 Redline,,,PM-11689A/B,"Heavy VOC
Stripper Product
Pumps",,,,,
,,,,,,,,,,,,,,,,PM-48495A/B,"Keto Stripper
Product Pumps",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page 98747,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,"Title: DEMO Process Process Hazard
Analysis Study
Study Date: 2024/03/25-2024/04/15",,,,,,,,
DEMO Process Unit,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Nodes,,,,,,,,,"Design Conditions/Parameters
- Design = 493 GPM, 60 HP, 3550
RPM
- MAWP = 642 psig @ 350 degF @
92 psi deltaP
AF-11689:
- Design = 250 psig MAWP @ 375
degF
- Design Duty = 15.3 MMBTU/Hr",,,,"Drawings /
References",,,Equipment,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Tag,Description,,,,,
,,,,,,,,,,,,,,,,PM-11354A/B,"Diesel Stripper
Product Pumps",,,,,
,,,,,,,,,,,,,99-DWG-2975,,,PM-11689A/B,"Heavy VOC
Stripper Product
Pumps",,,,,
,,,,,,,,,,,,,,,,PM-48495A/B,"Keto Stripper
Product Pumps",,,,,
,,,,,,,,,,,,,,,,PM-11354A/B,"Diesel Stripper
Product Pumps",,,,,
,,,,,,,,,,,,,99-DWG-4453,,,,"Light VOC
Product to Storage",,,,,
,,,,,,,,,,,,,99-DWG-4453 Redline,,,,"Light VOC
Product to Storage",,,,,
,,,,,,,,,,,,,99-DWG-5896,,,AF-11689,"Heavy VOC
Product Cooler",,,,,
